label,content,clean,norm,stop,token,stem
netral,"belum punya pengalaman menarik dalam hal berjualan online ,mohon bimbingannya",belum punya pengalaman menarik dalam hal berjualan online mohon bimbingannya, belum punya pengalaman menarik dalam hal berjualan online mohon bimbingannya , punya pengalaman menarik hal berjualan online mohon bimbingannya ,"['punya', 'pengalaman', 'menarik', 'hal', 'berjualan', 'online', 'mohon', 'bimbingannya']",punya alam tarik hal jual online mohon bimbing
positif,ok,ok, ok , ,[],
positif,mantap,mantap, mantap , mantap ,['mantap'],mantap
netral,mantul,mantul, mantul , mantul ,['mantul'],mantul
negatif,baru pertama nyobain belanja lewat Blibli tp bukannya dapet kesan pertama yg bagus tp malah kecewa. Proses pengiriman terlalu lama melebihi estimasi yang ditentukan . kecewa sih apalagi barangnya lumayan ditunggu-tunggu,baru pertama nyobain belanja lewat blibli tp bukannya dapet kesan pertama yg bagus tp malah kecewa proses pengiriman terlalu lama melebihi estimasi yang ditentukan kecewa sih apalagi barangnya lumayan ditunggutunggu, baru pertama nyobain belanja lewat blibli tp bukannya dapet kesan pertama yang bagus tp malah kecewa proses pengiriman terlalu lama melebihi estimasi yang ditentukan kecewa sih apalagi barangnya lumayan ditunggutunggu , pertama nyobain belanja lewat blibli tp bukannya dapet kesan pertama bagus tp malah kecewa proses pengiriman terlalu lama melebihi estimasi ditentukan kecewa sih barangnya lumayan ditunggutunggu ,"['pertama', 'nyobain', 'belanja', 'lewat', 'blibli', 'tp', 'bukannya', 'dapet', 'kesan', 'pertama', 'bagus', 'tp', 'malah', 'kecewa', 'proses', 'pengiriman', 'terlalu', 'lama', 'melebihi', 'estimasi', 'ditentukan', 'kecewa', 'sih', 'barangnya', 'lumayan', 'ditunggutunggu']",pertama nyobain belanja lewat blibli tp bukan dapet kesan pertama bagus tp malah kecewa proses kirim terlalu lama lebih estimasi tentu kecewa sih barang lumayan ditunggutunggu
netral,"semoga selalu menampilkan produk2 original, sehingga konsumen tidak terjebak kebeli produk2 non original",semoga selalu menampilkan produk2 original sehingga konsumen tidak terjebak kebeli produk2 non original, semoga selalu menampilkan produk2 original sehingga konsumen tidak terjebak kebeli produk2 non original , semoga selalu menampilkan produk2 original konsumen terjebak kebeli produk2 non original ,"['semoga', 'selalu', 'menampilkan', 'produk2', 'original', 'konsumen', 'terjebak', 'kebeli', 'produk2', 'non', 'original']",moga selalu tampil produk2 original konsumen jebak kebel produk2 non original
positif,baik sekaliii,baik sekaliii, baik sekaliii , sekaliii ,['sekaliii'],sekaliii
positif,Blibli mantap sering dpt harga murah dr aplikasi lain,blibli mantap sering dpt harga murah dr aplikasi lain, blibli mantap sering dpt harga murah dr aplikasi lain , blibli mantap sering dpt harga murah dr aplikasi ,"['blibli', 'mantap', 'sering', 'dpt', 'harga', 'murah', 'dr', 'aplikasi']",blibli mantap sering dpt harga murah dr aplikasi
positif,"suka bgt sama promo pelanggan barunya,, dibelanjain 100% Terimakasih blibli",suka bgt sama promo pelanggan barunya dibelanjain 100 terimakasih blibli, suka bgt sama promo pelanggan barunya dibelanjain 100 terimakasih blibli , suka bgt sama promo pelanggan barunya dibelanjain 100 terimakasih blibli ,"['suka', 'bgt', 'sama', 'promo', 'pelanggan', 'barunya', 'dibelanjain', '100', 'terimakasih', 'blibli']",suka bgt sama promo langgan baru dibelanjain 100 terimakasih blibli
positif,pertama kali belanja online di blibi keren guys ada banyak promonya untuk yang belum tau sgrra mendaftar terimakasih.,pertama kali belanja online di blibi keren guys ada banyak promonya untuk yang belum tau sgrra mendaftar terimakasih, pertama kali belanja online di blibi keren guys ada banyak promonya untuk yang belum tau sgrra mendaftar terimakasih , pertama kali belanja online blibi keren guys banyak promonya yang tau sgrra mendaftar terimakasih ,"['pertama', 'kali', 'belanja', 'online', 'blibi', 'keren', 'guys', 'banyak', 'promonya', 'yang', 'tau', 'sgrra', 'mendaftar', 'terimakasih']",pertama kali belanja online blibi keren guys banyak promonya yang tau sgrra daftar terimakasih
positif,suka aplikasi cepat,suka aplikasi cepat, suka aplikasi cepat , suka aplikasi cepat ,"['suka', 'aplikasi', 'cepat']",suka aplikasi cepat
positif,baik,baik, baik , ,[],
positif,mantap blibli,mantap blibli, mantap blibli , mantap blibli ,"['mantap', 'blibli']",mantap blibli
positif,ok baik,ok baik, ok baik , baik ,['baik'],baik
positif,Belanja tanpa blabla ya di Blibli.,belanja tanpa blabla ya di blibli, belanja tanpa blabla ya di blibli , belanja blabla di blibli ,"['belanja', 'blabla', 'di', 'blibli']",belanja blabla di blibli
positif,ada voucher dan saya berterima kasih atas vc yg di berikan untuk pelanggan baru,ada voucher dan saya berterima kasih atas vc yg di berikan untuk pelanggan baru, ada voucher dan saya berterima kasih atas vc yang di berikan untuk pelanggan baru , voucher saya berterima kasih atas vc di berikan pelanggan ,"['voucher', 'saya', 'berterima', 'kasih', 'atas', 'vc', 'di', 'berikan', 'pelanggan']",voucher saya terima kasih atas vc di ikan langgan
negatif,mahallll,mahallll, mahallll , mahallll ,['mahallll'],mahallll
positif,nice,nice, nice , nice ,['nice'],nice
positif,mantap,mantap, mantap , mantap ,['mantap'],mantap
positif,mantap begitu bayar langsung muncul konfirmasi pembayaran telah diterima blibli.,mantap begitu bayar langsung muncul konfirmasi pembayaran telah diterima blibli, mantap begitu bayar langsung muncul konfirmasi pembayaran telah diterima blibli , mantap bayar langsung muncul konfirmasi pembayaran diterima blibli ,"['mantap', 'bayar', 'langsung', 'muncul', 'konfirmasi', 'pembayaran', 'diterima', 'blibli']",mantap bayar langsung muncul konfirmasi bayar terima blibli
negatif,"Uang refund aku udah 3 hari lebih belum dikembalikan, padahal kalo aplikasi oren atau hijau, proses refund uang cepet bgt, ini katanya harus nunggu 3 hari kerja, lah ini udah lebih, kocak",uang refund aku udah 3 hari lebih belum dikembalikan padahal kalo aplikasi oren atau hijau proses refund uang cepet bgt ini katanya harus nunggu 3 hari kerja lah ini udah lebih kocak, uang refund aku udah 3 hari lebih belum dikembalikan padahal kalo aplikasi oren atau hijau proses refund uang cepet bgt ini katanya harus nunggu 3 hari kerja lah ini udah lebih kocak , uang refund aku udah 3 hari belum dikembalikan padahal kalo aplikasi oren hijau proses refund uang cepet bgt katanya nunggu 3 hari kerja lah udah kocak ,"['uang', 'refund', 'aku', 'udah', '3', 'hari', 'belum', 'dikembalikan', 'padahal', 'kalo', 'aplikasi', 'oren', 'hijau', 'proses', 'refund', 'uang', 'cepet', 'bgt', 'katanya', 'nunggu', '3', 'hari', 'kerja', 'lah', 'udah', 'kocak']",uang refund aku udah 3 hari belum kembali padahal kalo aplikasi oren hijau proses refund uang cepet bgt kata nunggu 3 hari kerja lah udah kocak
positif,"suka dapet diskon mayan bgt ,makasih blibli sering2 ya. moga sukses",suka dapet diskon mayan bgt makasih blibli sering2 ya moga sukses, suka dapet diskon mayan bgt makasih blibli sering2 ya moga sukses , suka dapet diskon mayan bgt makasih blibli sering2 moga sukses ,"['suka', 'dapet', 'diskon', 'mayan', 'bgt', 'makasih', 'blibli', 'sering2', 'moga', 'sukses']",suka dapet diskon mayan bgt makasih blibli sering2 moga sukses
positif,aplikasi yg bagus dan sangat menunjang untuk kebutuhan sehari hari,aplikasi yg bagus dan sangat menunjang untuk kebutuhan sehari hari, aplikasi yang bagus dan sangat menunjang untuk kebutuhan sehari hari , aplikasi bagus sangat menunjang kebutuhan sehari hari ,"['aplikasi', 'bagus', 'sangat', 'menunjang', 'kebutuhan', 'sehari', 'hari']",aplikasi bagus sangat tunjang butuh hari hari
positif,sangat memuaskan banyak diskon nya sangat di gebyar sekali endul terkendul kendul pokonya Blibli josss ahhhh,sangat memuaskan banyak diskon nya sangat di gebyar sekali endul terkendul kendul pokonya blibli josss ahhhh, sangat memuaskan banyak diskon nya sangat di gebyar sekali endul terkendul kendul pokonya blibli josss ahhhh , memuaskan diskon nya di gebyar sekali endul terkendul kendul pokonya blibli josss ahhhh ,"['memuaskan', 'diskon', 'nya', 'di', 'gebyar', 'sekali', 'endul', 'terkendul', 'kendul', 'pokonya', 'blibli', 'josss', 'ahhhh']",muas diskon nya di gebyar sekali endul terkendul kendul poko blibli josss ahhhh
positif,mantap banyak promo menarik,mantap banyak promo menarik, mantap banyak promo menarik , mantap promo menarik ,"['mantap', 'promo', 'menarik']",mantap promo tarik
positif,lumayan dapat gratis,lumayan dapat gratis, lumayan dapat gratis , lumayan gratis ,"['lumayan', 'gratis']",lumayan gratis
positif,gilsss promoonya mantap,gilsss promoonya mantap, gilsss promoonya mantap , gilsss promoonya mantap ,"['gilsss', 'promoonya', 'mantap']",gilsss promoonya mantap
negatif,"ga sesuai iklan yg pengajuan cepat limit besar, saya di tolak ngajuin paylater disini tolong jaga data saya!!!!",ga sesuai iklan yg pengajuan cepat limit besar saya di tolak ngajuin paylater disini tolong jaga data saya, tidak sesuai iklan yang pengajuan cepat limit besar saya di tolak ngajuin paylater disini tolong jaga data saya , sesuai iklan pengajuan cepat limit besar di tolak ngajuin paylater disini jaga data ,"['sesuai', 'iklan', 'pengajuan', 'cepat', 'limit', 'besar', 'di', 'tolak', 'ngajuin', 'paylater', 'disini', 'jaga', 'data']",sesuai iklan aju cepat limit besar di tolak ngajuin paylater sini jaga data
netral,terimakasih diskon nya,terimakasih diskon nya, terimakasih diskon nya , terimakasih diskon nya ,"['terimakasih', 'diskon', 'nya']",terimakasih diskon nya
positif,sangat puas,sangat puas, sangat puas , puas ,['puas'],puas
negatif,ngadain promo ultah d jam 19.00 tapi voucher 20% gaib bgt. dan ga pernah dapet,ngadain promo ultah d jam 1900 tapi voucher 20 gaib bgt dan ga pernah dapet, ngadain promo ultah d jam 1900 tapi voucher 20 gaib bgt dan tidak pernah dapet , ngadain promo ultah d jam 1900 voucher 20 gaib bgt tidak pernah dapet ,"['ngadain', 'promo', 'ultah', 'd', 'jam', '1900', 'voucher', '20', 'gaib', 'bgt', 'tidak', 'pernah', 'dapet']",ngadain promo ultah d jam 1900 voucher 20 gaib bgt tidak pernah dapet
negatif,notifikasi promo sangat mengganggu dan tidak bisa langsung dihapus tanpa meng-klik iklan,notifikasi promo sangat mengganggu dan tidak bisa langsung dihapus tanpa mengklik iklan, notifikasi promo sangat mengganggu dan tidak bisa langsung dihapus tanpa mengklik iklan , notifikasi promo mengganggu tidak langsung dihapus mengklik iklan ,"['notifikasi', 'promo', 'mengganggu', 'tidak', 'langsung', 'dihapus', 'mengklik', 'iklan']",notifikasi promo ganggu tidak langsung hapus klik iklan
positif,cukup baik,cukup baik, cukup baik , cukup ,['cukup'],cukup
positif,mantul = mantap btuul,mantul mantap btuul, mantul mantap btuul , mantul mantap btuul ,"['mantul', 'mantap', 'btuul']",mantul mantap btuul
negatif,"lambat penaganan jelek paling parah ni shop mana refund uang lama gila, cs nya pake antrean ngartis bet ni apk mana ribet bnget",lambat penaganan jelek paling parah ni shop mana refund uang lama gila cs nya pake antrean ngartis bet ni apk mana ribet bnget, lambat penaganan jelek paling parah ni shop mana refund uang lama gila cs nya pake antrean ngartis bet ni apk mana ribet bnget , lambat penaganan jelek paling parah ni shop refund uang lama gila cs nya pake antrean ngartis bet ni apk ribet bnget ,"['lambat', 'penaganan', 'jelek', 'paling', 'parah', 'ni', 'shop', 'refund', 'uang', 'lama', 'gila', 'cs', 'nya', 'pake', 'antrean', 'ngartis', 'bet', 'ni', 'apk', 'ribet', 'bnget']",lambat tagan jelek paling parah ni shop refund uang lama gila cs nya pake antre ngartis bet ni apk ribet bnget
positif,ITS the best 👍🤲👍🤲,its the best, its the best , its the best ,"['its', 'the', 'best']",its the best
positif,proses mudah dan cepat,proses mudah dan cepat, proses mudah dan cepat , proses mudah cepat ,"['proses', 'mudah', 'cepat']",proses mudah cepat
positif,sangat memuaskan,sangat memuaskan, sangat memuaskan , memuaskan ,['memuaskan'],muas
netral,"banyak promo menarik, barang oriii",banyak promo menarik barang oriii, banyak promo menarik barang oriii , promo menarik barang oriii ,"['promo', 'menarik', 'barang', 'oriii']",promo tarik barang oriii
positif,mudah di operasikan,mudah di operasikan, mudah di operasikan , mudah operasikan ,"['mudah', 'operasikan']",mudah operasi
negatif,"payah paylaternya sudah mengenakan denda pd saya, padahal belum lewat dari jatuh tempo. awal juli, sue.",payah paylaternya sudah mengenakan denda pd saya padahal belum lewat dari jatuh tempo awal juli sue, payah paylaternya sudah mengenakan denda pd saya padahal belum lewat dari jatuh tempo awal juli sue , payah paylaternya mengenakan denda pd padahal lewat jatuh tempo awal juli sue ,"['payah', 'paylaternya', 'mengenakan', 'denda', 'pd', 'padahal', 'lewat', 'jatuh', 'tempo', 'awal', 'juli', 'sue']",payah paylaternya kena denda pd padahal lewat jatuh tempo awal juli sue
positif,mantaf👍👍👍🔥🔥,mantaf, mantaf , mantaf ,['mantaf'],mantaf
positif,"ok,banget",okbanget, okbanget , okbanget ,['okbanget'],okbanget
positif,lumayan lebih murah,lumayan lebih murah, lumayan lebih murah , lumayan murah ,"['lumayan', 'murah']",lumayan murah
netral,bru coba,bru coba, bru coba , bru coba ,"['bru', 'coba']",bru coba
positif,Pengen belanja disini karena lebih murah dari tetangga tapi produknya kurang lengkap,pengen belanja disini karena lebih murah dari tetangga tapi produknya kurang lengkap, pengen belanja disini karena lebih murah dari tetangga tapi produknya kurang lengkap , pengen belanja disini lebih murah tetangga produknya kurang lengkap ,"['pengen', 'belanja', 'disini', 'lebih', 'murah', 'tetangga', 'produknya', 'kurang', 'lengkap']",ken belanja sini lebih murah tetangga produk kurang lengkap
positif,memang terbaik👍👍👍👍👍,memang terbaik, memang terbaik , memang terbaik ,"['memang', 'terbaik']",memang baik
positif,sayaaaa seneng bingittt belanja diblibli..teruain ya bbyakin promo2 diskonnya,sayaaaa seneng bingittt belanja diblibliteruain ya bbyakin promo2 diskonnya, sayaaaa seneng bingittt belanja diblibliteruain ya bbyakin promo2 diskonnya , sayaaaa seneng bingittt belanja diblibliteruain bbyakin promo2 diskonnya ,"['sayaaaa', 'seneng', 'bingittt', 'belanja', 'diblibliteruain', 'bbyakin', 'promo2', 'diskonnya']",sayaaaa neng bingittt belanja diblibliteruain bbyakin promo2 diskon
positif,bagus bisa membantu kebutuhan,bagus bisa membantu kebutuhan, bagus bisa membantu kebutuhan , bagus membantu kebutuhan ,"['bagus', 'membantu', 'kebutuhan']",bagus bantu butuh
positif,mantap,mantap, mantap , mantap ,['mantap'],mantap
negatif,pesen dah 5 hari mlh duitnya di balikin unistal aja,pesen dah 5 hari mlh duitnya di balikin unistal aja, pesen dah 5 hari mlh duitnya di balikin unistal aja , pesen dah 5 hari mlh duitnya balikin unistal aja ,"['pesen', 'dah', '5', 'hari', 'mlh', 'duitnya', 'balikin', 'unistal', 'aja']",sen dah 5 hari mlh duit balikin unistal aja
negatif,"saya order barang helm, saya tidak ada cancel order, saya cek status orderan kok cancel, saya minta refund ke blibli, sudah 2 hari saya minta refund 1 Hari ada 4 x saya chat bliblicare, hasil nya gk ada, uang saya lenyap begitu aja, barang saya gk ada Terima, uang hilang, jgn belanja di blibli, penipu rata 2 toko nya.",saya order barang helm saya tidak ada cancel order saya cek status orderan kok cancel saya minta refund ke blibli sudah 2 hari saya minta refund 1 hari ada 4 x saya chat bliblicare hasil nya gk ada uang saya lenyap begitu aja barang saya gk ada terima uang hilang jgn belanja di blibli penipu rata 2 toko nya, saya order barang helm saya tidak ada cancel order saya cek status orderan kok cancel saya minta refund ke blibli sudah 2 hari saya minta refund 1 hari ada 4 x saya chat bliblicare hasil nya gk ada uang saya lenyap begitu aja barang saya gk ada terima uang hilang jgn belanja di blibli penipu rata 2 toko nya , order barang helm tidak cancel order cek status orderan kok cancel minta refund blibli 2 hari minta refund 1 hari 4 x chat bliblicare hasil nya gk uang lenyap aja barang gk terima uang hilang jgn belanja blibli penipu rata 2 toko nya ,"['order', 'barang', 'helm', 'tidak', 'cancel', 'order', 'cek', 'status', 'orderan', 'kok', 'cancel', 'minta', 'refund', 'blibli', '2', 'hari', 'minta', 'refund', '1', 'hari', '4', 'x', 'chat', 'bliblicare', 'hasil', 'nya', 'gk', 'uang', 'lenyap', 'aja', 'barang', 'gk', 'terima', 'uang', 'hilang', 'jgn', 'belanja', 'blibli', 'penipu', 'rata', '2', 'toko', 'nya']",order barang helm tidak cancel order cek status order kok cancel minta refund blibli 2 hari minta refund 1 hari 4 x chat bliblicare hasil nya gk uang lenyap aja barang gk terima uang hilang jgn belanja blibli tipu rata 2 toko nya
positif,baik,baik, baik , ,[],
positif,service nya bagus app mudah di gunakan,service nya bagus app mudah di gunakan, service nya bagus app mudah di gunakan , service nya bagus app mudah gunakan ,"['service', 'nya', 'bagus', 'app', 'mudah', 'gunakan']",service nya bagus app mudah guna
negatif,"aku mau beli kebaya disini apk blibli aja susah banget, msk gak bisa di byr, sdgkn kebayanya cuma bisa di order lwat sini lagi kesal sekali apk apa ini",aku mau beli kebaya disini apk blibli aja susah banget msk gak bisa di byr sdgkn kebayanya cuma bisa di order lwat sini lagi kesal sekali apk apa ini, aku mau beli kebaya disini apk blibli aja susah banget msk tidak bisa di byr sdgkn kebayanya cuma bisa di order lwat sini lagi kesal sekali apk apa ini , aku mau beli kebaya disini apk blibli aja susah banget msk byr sdgkn kebayanya cuma bisa di order lwat sini kesal sekali apk ini ,"['aku', 'mau', 'beli', 'kebaya', 'disini', 'apk', 'blibli', 'aja', 'susah', 'banget', 'msk', 'byr', 'sdgkn', 'kebayanya', 'cuma', 'bisa', 'di', 'order', 'lwat', 'sini', 'kesal', 'sekali', 'apk', 'ini']",aku mau beli kebaya sini apk blibli aja susah banget msk byr sdgkn kebaya cuma bisa di order lwat sini kesal sekali apk ini
